JJ,4867,AEP,2442,FTE,4061,Y,0,320
JJ,4867,AEP,2442,GRU,2564,,0,320
JJ,4867,AGT,4305,ASU,2699,Y,0,320
JJ,4867,AGT,4305,GRU,2564,Y,0,320
JJ,4867,AJU,2522,GRU,2564,,0,320
JJ,4867,AJU,2522,REC,2610,,0,320
JJ,4867,AJU,2522,SDU,2612,,0,319
JJ,4867,AJU,2522,SSA,2621,,0,319
JJ,4867,AQP,2802,LIM,2789,Y,0,319
JJ,4867,ASU,2699,AGT,4305,Y,0,320
JJ,4867,ASU,2699,GRU,2564,Y,0,320
JJ,4867,BEL,2526,BSB,2531,,0,320
JJ,4867,BEL,2526,FOR,2559,,0,320
JJ,4867,BEL,2526,GIG,2560,,0,320
JJ,4867,BEL,2526,GRU,2564,,0,320
JJ,4867,BEL,2526,MAB,2584,,0,320
JJ,4867,BEL,2526,MAO,2551,,0,320
JJ,4867,BEL,2526,MCP,2591,,0,320
JJ,4867,BEL,2526,SLZ,2616,,0,320
JJ,4867,BEL,2526,STM,4092,,0,320
JJ,4867,BOG,2709,GRU,2564,,0,763
JJ,4867,BPS,4209,CGH,2618,,0,320
JJ,4867,BPS,4209,CNF,2537,,0,320
JJ,4867,BPS,4209,GRU,2564,,0,320
JJ,4867,BSB,2531,BEL,2526,,0,320
JJ,4867,BSB,2531,CGB,2548,,0,320
JJ,4867,BSB,2531,CGH,2618,,0,320 319
JJ,4867,BSB,2531,CGR,2538,,0,320
JJ,4867,BSB,2531,CNF,2537,,0,320 319
JJ,4867,BSB,2531,CWB,2545,,0,320 319
JJ,4867,BSB,2531,FLN,2555,,0,320
JJ,4867,BSB,2531,FOR,2559,,0,321 319 320
JJ,4867,BSB,2531,GIG,2560,,0,320
JJ,4867,BSB,2531,GRU,2564,,0,320 321
JJ,4867,BSB,2531,GYN,2562,,0,320 319
JJ,4867,BSB,2531,IMP,2572,,0,319 320
JJ,4867,BSB,2531,JPA,2575,,0,320
JJ,4867,BSB,2531,LIS,1638,Y,0,332
JJ,4867,BSB,2531,MAB,2584,,0,320
JJ,4867,BSB,2531,MAO,2551,,0,320
JJ,4867,BSB,2531,MCZ,2590,,0,320
JJ,4867,BSB,2531,MIA,3576,,0,757 763
JJ,4867,BSB,2531,NAT,2597,,0,320
JJ,4867,BSB,2531,PMW,4214,,0,320 319
JJ,4867,BSB,2531,POA,2599,,0,320
JJ,4867,BSB,2531,PVH,2607,,0,320
JJ,4867,BSB,2531,RBR,2609,,0,320
JJ,4867,BSB,2531,REC,2610,,0,321 320
JJ,4867,BSB,2531,SDU,2612,,0,319
JJ,4867,BSB,2531,SLZ,2616,,0,320 319
JJ,4867,BSB,2531,SSA,2621,,0,320 319
JJ,4867,BSB,2531,THE,2623,,0,320 319
JJ,4867,BSB,2531,UDI,2633,,0,320
JJ,4867,BSB,2531,VCP,2578,,0,320
JJ,4867,BSB,2531,VIX,2638,,0,320
JJ,4867,BVB,2533,MAO,2551,,0,320
JJ,4867,CCS,2851,GRU,2564,,0,320
JJ,4867,CDG,1382,GRU,2564,,0,773
JJ,4867,CDG,1382,PEK,3364,,0,773
JJ,4867,CGB,2548,BSB,2531,,0,320
JJ,4867,CGB,2548,CGH,2618,,0,320
JJ,4867,CGB,2548,GRU,2564,,0,320
JJ,4867,CGH,2618,BPS,4209,,0,320
JJ,4867,CGH,2618,BSB,2531,,0,320 319
JJ,4867,CGH,2618,CGB,2548,,0,320
JJ,4867,CGH,2618,CGR,2538,,0,320
JJ,4867,CGH,2618,CNF,2537,,0,320 319
JJ,4867,CGH,2618,CWB,2545,,0,320 319
JJ,4867,CGH,2618,FLN,2555,,0,319 320
JJ,4867,CGH,2618,GIG,2560,,0,320
JJ,4867,CGH,2618,GYN,2562,,0,320 319
JJ,4867,CGH,2618,IGU,2554,,0,319
JJ,4867,CGH,2618,IOS,2569,,0,319
JJ,4867,CGH,2618,JOI,2576,,0,319
JJ,4867,CGH,2618,LDB,2581,,0,319
JJ,4867,CGH,2618,NVT,2595,,0,319
JJ,4867,CGH,2618,POA,2599,,0,320 319
JJ,4867,CGH,2618,RAO,2613,,0,320 319
JJ,4867,CGH,2618,SDU,2612,,0,319
JJ,4867,CGH,2618,SJP,2619,,0,320 319
JJ,4867,CGH,2618,SSA,2621,,0,320 319
JJ,4867,CGH,2618,UDI,2633,,0,320 319
JJ,4867,CGH,2618,VIX,2638,,0,320 319
JJ,4867,CGR,2538,BSB,2531,,0,320
JJ,4867,CGR,2538,CGH,2618,,0,320
JJ,4867,CGR,2538,GRU,2564,,0,320
JJ,4867,CNF,2537,BPS,4209,,0,320
JJ,4867,CNF,2537,BSB,2531,,0,320 319
JJ,4867,CNF,2537,CGH,2618,,0,319 320
JJ,4867,CNF,2537,GIG,2560,,0,320
JJ,4867,CNF,2537,GRU,2564,,0,320 321
JJ,4867,CNF,2537,MIA,3576,,0,763
JJ,4867,CNF,2537,SDU,2612,,0,319
JJ,4867,CNF,2537,SSA,2621,,0,320
JJ,4867,CUZ,2812,JUL,2792,Y,0,319
JJ,4867,CWB,2545,BSB,2531,,0,320 319
JJ,4867,CWB,2545,CGH,2618,,0,320 319
JJ,4867,CWB,2545,GIG,2560,,0,320
JJ,4867,CWB,2545,GRU,2564,,0,320
JJ,4867,CWB,2545,IGU,2554,,0,320
JJ,4867,CWB,2545,LDB,2581,,0,320
JJ,4867,CWB,2545,POA,2599,,0,320
JJ,4867,CWB,2545,SSA,2621,,0,320
JJ,4867,DFW,3670,GIG,2560,,0,763
JJ,4867,DFW,3670,GRU,2564,,0,77W
JJ,4867,EZE,3988,GIG,2560,,0,320
JJ,4867,EZE,3988,GRU,2564,,0,330 320
JJ,4867,FLN,2555,BSB,2531,,0,320
JJ,4867,FLN,2555,CGH,2618,,0,320 319
JJ,4867,FLN,2555,GIG,2560,,0,320
JJ,4867,FLN,2555,GRU,2564,,0,320
JJ,4867,FLN,2555,POA,2599,,0,320
JJ,4867,FOR,2559,BEL,2526,,0,320
JJ,4867,FOR,2559,BSB,2531,,0,321 319 320
JJ,4867,FOR,2559,GIG,2560,,0,320
JJ,4867,FOR,2559,GRU,2564,,0,321 320 330
JJ,4867,FOR,2559,MAO,2551,,0,320
JJ,4867,FOR,2559,NAT,2597,,0,320
JJ,4867,FOR,2559,REC,2610,,0,320
JJ,4867,FOR,2559,SLZ,2616,,0,320
JJ,4867,FOR,2559,SSA,2621,,0,320
JJ,4867,FOR,2559,THE,2623,,0,319 320
JJ,4867,FRA,340,GIG,2560,Y,0,343
JJ,4867,FRA,340,GRU,2564,,0,773
JJ,4867,FTE,4061,USH,2497,Y,0,320
JJ,4867,GIG,2560,BEL,2526,,0,320
JJ,4867,GIG,2560,BSB,2531,,0,320
JJ,4867,GIG,2560,CGH,2618,,0,320
JJ,4867,GIG,2560,CNF,2537,,0,320
JJ,4867,GIG,2560,CWB,2545,,0,320
JJ,4867,GIG,2560,DFW,3670,,0,763
JJ,4867,GIG,2560,EZE,3988,,0,320
JJ,4867,GIG,2560,FLN,2555,,0,320
JJ,4867,GIG,2560,FOR,2559,,0,320
JJ,4867,GIG,2560,FRA,340,Y,0,343
JJ,4867,GIG,2560,GRU,2564,,0,320 319
JJ,4867,GIG,2560,IGU,2554,,0,320
JJ,4867,GIG,2560,JFK,3797,,0,763
JJ,4867,GIG,2560,JPA,2575,,0,320
JJ,4867,GIG,2560,LHR,507,,0,763
JJ,4867,GIG,2560,LIS,1638,Y,0,332
JJ,4867,GIG,2560,MAO,2551,,0,320
JJ,4867,GIG,2560,MCZ,2590,,0,320
JJ,4867,GIG,2560,MIA,3576,,0,763 330
JJ,4867,GIG,2560,MVD,2816,,0,320
JJ,4867,GIG,2560,NAT,2597,,0,320
JJ,4867,GIG,2560,POA,2599,,0,320
JJ,4867,GIG,2560,REC,2610,,0,320 763
JJ,4867,GIG,2560,SCL,2650,Y,0,320 319
JJ,4867,GIG,2560,SLZ,2616,,0,320
JJ,4867,GIG,2560,SSA,2621,,0,320 321
JJ,4867,GIG,2560,VCP,2578,,0,320
JJ,4867,GIG,2560,VIX,2638,,0,320
JJ,4867,GRU,2564,AEP,2442,,0,320
JJ,4867,GRU,2564,AGT,4305,Y,0,320
JJ,4867,GRU,2564,AJU,2522,,0,320
JJ,4867,GRU,2564,ASU,2699,Y,0,320
JJ,4867,GRU,2564,BEL,2526,,0,320
JJ,4867,GRU,2564,BOG,2709,,0,763
JJ,4867,GRU,2564,BPS,4209,,0,320
JJ,4867,GRU,2564,BSB,2531,,0,321 320
JJ,4867,GRU,2564,CCS,2851,,0,320
JJ,4867,GRU,2564,CDG,1382,,0,773
JJ,4867,GRU,2564,CGB,2548,,0,320
JJ,4867,GRU,2564,CGR,2538,,0,320
JJ,4867,GRU,2564,CNF,2537,,0,321 320
JJ,4867,GRU,2564,CWB,2545,,0,320
JJ,4867,GRU,2564,DFW,3670,,0,77W
JJ,4867,GRU,2564,EZE,3988,,0,330 320
JJ,4867,GRU,2564,FLN,2555,,0,320
JJ,4867,GRU,2564,FOR,2559,,0,320 321 330
JJ,4867,GRU,2564,FRA,340,,0,773
JJ,4867,GRU,2564,GIG,2560,,0,320 319
JJ,4867,GRU,2564,GYN,2562,,0,320
JJ,4867,GRU,2564,IAD,3714,Y,0,777
JJ,4867,GRU,2564,IGU,2554,,0,320
JJ,4867,GRU,2564,JFK,3797,,0,773 77W
JJ,4867,GRU,2564,JNB,813,,0,343 346
JJ,4867,GRU,2564,JOI,2576,,0,319
JJ,4867,GRU,2564,JPA,2575,,0,320
JJ,4867,GRU,2564,LDB,2581,,0,320
JJ,4867,GRU,2564,LHR,507,,0,773
JJ,4867,GRU,2564,LIM,2789,,0,319 320
JJ,4867,GRU,2564,LIS,1638,Y,0,343 332
JJ,4867,GRU,2564,MAD,1229,,0,330
JJ,4867,GRU,2564,MAO,2551,,0,330 321 320 773
JJ,4867,GRU,2564,MCO,3878,,0,330
JJ,4867,GRU,2564,MCZ,2590,,0,320 321
JJ,4867,GRU,2564,MEX,1824,,0,330
JJ,4867,GRU,2564,MIA,3576,,0,773 777
JJ,4867,GRU,2564,MUC,346,Y,0,346
JJ,4867,GRU,2564,MVD,2816,,0,320
JJ,4867,GRU,2564,MXP,1524,,0,330
JJ,4867,GRU,2564,NAT,2597,,0,320 321
JJ,4867,GRU,2564,OPO,1636,Y,0,332
JJ,4867,GRU,2564,ORD,3830,Y,0,777
JJ,4867,GRU,2564,POA,2599,,0,320 321 330
